43531,1
49578,2
4608,5
12849,7
14856,8
57391,8
2548,8
53960,2
13606,2
17172,8
49985,8
51918,2
33338,1
49591,7
11242,6
17900,4
23445,8
5449,6
15429,7
36753,8
15561,8
40127,6
1146,8
5941,5
29342,6
56581,6
41852,6
5652,8
41499,7
58387,8
28823,8
41308,1
32855,8
56162,5
45962,2
4497,7
10392,8
15440,8
33733,7
50130,8
15889,8
10385,1
17840,8
45153,2
41384,8
58859,2
8803,8
57906,7
18974,7
21750,5
54885,8
14576,1
54448,6
36184,6
47265,2
56445,7
56003,8
54025,6
21697,2
1179,1
41408,6
46361,3
37587,2
47568,7
28889,6
53048,6
20691,6
22408,5
24439,8
35601,6
49904,8
19808,6
52843,8
26874,5
8708,8
59135,2
2043,8
50984,6
55888,3
24393,7
54611,2
8047,8
22429,8
44492,6
46354,8
19242,6
27502,8
21070,3
36689,8
9739,6
39962,7
20285,7
38148,8
17598,8
22496,8
1346,6
31049,1
3102,1
1427,5
47941,6
27316,7
23571,6
29671,8
16135,8
28844,7
51999,8
41980,1
11195,6
6136,2
12998,7
14314,6
5288,6
7958,6
21324,1
5009,7
13465,6
44660,8
7900,1
24153,2
17289,6
6555,5
49891,8
2367,2
49987,1
4445,6
49651,8
13000,2
14667,6
19319,8
24836,2
2232,8
3592,1
51051,7
25627,8
22264,8
28497,8
55382,5
51029,7
4216,8
29356,8
23720,7
8508,8
36949,1
48388,8
7279,8
22305,4
47428,6
41374,6
32564,8
39406,8
12564,6
30081,7
44630,7
47131,8
41712,8
29918,8
278,5
21241,8
6352,2
22639,7
58812,7
13838,5
47292,5
24382,1
25620,8
374,2
18471,8
33310,6
23231,8
42002,3
31088,1
40790,6
36283,8
15301,5
44175,6
48550,1
4900,6
6514,6
45850,6
17530,7
49171,8
16953,7
9880,6
13597,5
49843,8
14985,5
37950,8
54202,5
36480,8
14611,8
53504,8
31336,4
17054,6
10368,8
24975,5
10700,6
40499,1
54089,2
16780,7
16525,2
12151,7
43273,5
31074,8
59160,5
33961,2
18490,5
56153,2
50963,2
35243,1
51221,1
34380,7
18326,6
31626,6
15244,8
398,2
4768,1
15760,8
9757,8
53020,6
17912,8
29875,8
16696,8
16326,1
5183,7
36874,5
15855,2
26976,2
39859,1
11129,1
27628,6
33249,6
23496,7
49428,8
44780,5
51473,6
5500,6
41383,8
28586,8
51115,2
9844,5
7926,6
4183,1
48130,8
566,7
10962,5
45243,6
16501,6
40918,6
34547,1
40227,8
25690,8
13004,3
53652,6
28908,8
7605,1
6024,8
4356,8
15246,6
18022,8
24757,1
42236,7
34612,6
24387,8
19772,2
30427,2
19633,7
25413,8
8686,7
30223,2
39249,5
11417,8
27784,6
40939,1
14702,6
31485,5
33624,8
37005,1
14433,1
29836,6
44802,7
27656,8
12292,8
18686,8
53779,8
53856,4
30610,6
7236,7
58879,8
32445,5
32389,2
55109,7
15785,7
18480,1
57671,8
9103,8
44123,7
42030,6
29972,8
49414,8
23058,2
53275,3
18121,5
2505,8
9944,8
30883,7
49372,8
56648,8
39844,6
38368,5
9697,7
53541,7
39610,7
32973,8
31132,7
959,3
5278,8
25481,3
22667,5
20993,7
34904,1
20338,6
437,6
31810,6
23859,7
40715,1
15746,6
7315,1
16177,8
14094,1
14850,4
23730,6
5242,1
27615,8
32610,6
1488,8
23029,8
49479,7
36532,7
24834,5
56283,7
31743,2
30545,2
31660,4
24706,8
45986,1
38576,2
25916,8
38224,5
52721,1
52728,6
49789,8
9409,7
21714,2
49899,5
57640,2
51530,8
55151,2
5826,6
9619,7
40856,8
38816,1
6369,6
15462,1
44551,2
32367,8
24210,5
2720,6
49966,2
19980,1
39363,1
39485,8
9048,1
19006,1
6334,4
38514,1
39856,6
59143,6
56226,6
24628,8
39698,6
13573,6
36611,6
33841,6
19492,1
1416,8
48653,8
46272,1
50172,7
58555,1
20060,1
51914,7
33745,8
42872,8
4786,5
21890,5
20241,8
54330,8
58762,5
56712,1
45808,8
17583,7
45754,1
52427,2
45629,8
12431,8
19165,1
15809,1
20227,1
54758,8
26591,8
542,6
55386,1
34086,8
50905,6
28652,6
2496,8
57678,8
11115,2
17149,7
10484,8
43025,2
43997,2
5775,2
30071,5
28846,7
34287,2
44209,8
13097,2
21044,5
25943,6
26518,2
55883,8
46322,4
26371,8
9658,6
10994,8
50640,7
20613,8
58807,8
11131,1
34046,8
1109,2
52644,2
14956,2
18497,1
9299,5
53003,8
1133,1
40854,8
5098,1
47595,7
10944,8
15461,2
29710,8
19395,7
48002,7
54029,1
15028,2
9229,8
29686,6
7105,7
50308,8
44832,6
57159,2
56975,2
27638,8
30149,7
26362,8
27755,7
19209,2
43198,1
48750,7
45970,7
50475,2
57004,6
2713,8
47510,8
40685,7
53468,2
8116,1
18109,8
54211,6
28459,5
19240,8
649,4
59253,1
58304,1
3215,1
8064,1
32109,5
21110,6
15849,8
47576,2
45145,2
8687,5
38027,6
7719,1
43324,7
55551,2
17474,6
19549,2
52858,2
19357,5
56988,8
8218,2
3193,2
48932,8
36339,6
34643,2
34953,2
23146,8
30854,8
9871,8
35729,7
6870,1
19391,8
18917,5
37667,5
8934,8
37793,1
36934,6
13130,6
55095,7
39361,5
47616,6
5510,6
6700,8
57111,6
57202,2
43711,8
2220,8
3930,8
32061,1
774,8
16957,5
39708,6
33524,6
1465,8
13172,6
6167,8
3367,7
2383,7
3438,8
7492,2
21399,6
51478,8
45477,6
32595,8
39824,8
58548,5
58082,6
20628,7
9771,6
52968,7
51420,1
14182,5
13747,8
20730,8
41054,6
17267,6
7303,6
17258,7
19529,8
52421,2
20877,6
20029,4
10448,1
58796,8
57375,8
44881,8
25999,7
59170,6
36003,8
40596,7
12581,2
32883,6
23277,7
43316,2
28862,8
48171,1
59239,8
1108,8
11090,6
53761,1
7513,1
6914,1
8054,2
15529,1
3542,8
21929,6
8359,8
16316,7
40458,7
27510,8
2333,7
19722,2
51816,8
12729,8
31593,6
5093,8
12732,2
53353,6
47587,6
54113,1
54664,7
32656,8
38358,4
41248,7
26150,6
24096,7
41142,8
40608,2
30019,8
4396,7
51622,6
32387,8
31303,6
54760,2
1441,8
42074,6
47754,4
25639,5
57028,6
31592,7
10671,8
39208,5
14023,2
24636,8
38789,1
4635,8
5450,6
11146,6
54639,6
1496,8
733,7
33104,6
35792,6
58006,8
23642,8
39471,8
13466,3
18714,8
14640,8
35514,6
23001,8
35861,7
19603,7
46552,8
43807,8
18694,2
58116,2
39571,2
16828,6
43788,8
40313,1
57174,7
18209,8
45522,8
15181,8
55682,7
26264,2
1336,1
6564,2
22876,2
25031,8
5964,7
52828,8
40844,4
27473,1
36270,7
6991,8
30526,8
13759,8
32098,8
1474,5
55644,7
20589,7
1553,8
45344,5
57261,7
47205,8
18011,2
16368,8
35086,8
28249,7
22729,2
40613,1
53192,8
39493,8
54167,8
49314,5
41046,8
16658,7
12231,1
49988,7
21595,6
25162,6
34107,8
36306,8
27347,2
2119,1
17364,8
54492,7
20177,7
29908,8
7409,7
22294,4
22425,2
41041,5
25341,8
33707,8
46204,6
34619,2
6363,2
54381,6
50660,8
33072,7
29897,5
20757,7
10397,8
9162,5
19434,1
13997,2
33600,8
51997,8
5471,6
392,7
21043,5
452,1
45820,6
39388,1
5340,6
11206,8
11269,8
14356,3
34472,8
26364,8
42099,6
25075,8
11690,2
33224,6
36890,2
52369,2
24279,8
6289,4
1878,2
18224,2
31700,6
53655,7
2974,2
49482,7
21899,6
34834,6
22091,8
59202,8
36004,8
18916,7
53618,6
29247,5
41839,8
40212,8
54749,1
12096,8
3357,8
51561,2
18834,7
2748,1
37070,8
23,8
38371,7
53547,7
51351,6
43898,2
13259,7
48000,5
18821,6
34218,7
35058,8
50923,6
5944,8
21297,5
9527,5
31453,1
26538,6
6216,6
6442,8
4508,6
53884,5
41836,8
49667,7
23685,2
15495,8
6176,7
46224,5
50708,1
58338,5
4738,7
1512,8
44856,7
9810,8
9761,8
20201,6
57975,7
51968,7
35273,8
13299,2
27971,1
34099,2
55346,5
10664,1
47623,5
2306,8
9575,8
40749,7
46363,6
58379,2
1839,6
43522,5
31947,1
4604,8
38114,8
22371,8
48661,8
17204,3
40917,1
31352,8
23961,3
33157,5
27871,1
51012,8
48294,6
26750,7
31783,6
37931,8
16729,8
36920,8
5643,7
4020,6
7380,1
28553,1
15298,6
30323,1
7580,6
49642,6
56219,8
14825,2
55724,6
22256,8
35237,6
54313,6
2142,8
37948,6
16049,8
10264,7
46935,6
19831,8
28674,8
45786,5
51250,8
11086,8
9690,1
23630,1
44395,8
309,8
45031,1
34174,8
1348,2
47104,7
49884,2
17812,7
48369,6
55520,8
35329,7
46516,8
12829,7
8482,8
19316,6
28636,8
35214,8
47903,1
45706,5
27879,1
23900,8
10963,6
11502,8
47709,7
1113,6
31084,8
27602,1
56341,8
40964,8
3344,1
50668,5
37086,1
43488,8
40027,6
52757,6
7721,8
34825,4
11126,1
57475,8
40204,1
10107,4
30528,1
34606,6
15044,8
34676,6
23978,7
54831,7
53180,5
45741,8
31399,7
43560,2
56308,4
29253,5
42328,1
12499,1
48865,4
10065,1
58606,6
42194,2
51872,6
6456,7
13922,8
7579,2
8082,6
7617,6
41463,2
7388,2
46703,8
39403,7
40196,8
37828,8
24735,6
55131,5
14423,6
56315,6
50823,6
41965,8
51471,6
21084,8
9330,8
19705,8
34045,6
29772,6
41068,7
37815,7
41071,6
44400,4
26412,2
39153,5
22133,6
7755,7
13037,7
14593,6
51175,6
21368,7
39206,1
51549,7
55490,8
33134,8
170,8
25384,8
24433,7
33882,6
23622,8
41594,5
31814,6
342,8
13632,6
53403,6
20574,6
52520,7
38271,8
22311,1
11368,8
13478,8
24753,8
22722,8
7685,6
51004,1
24948,6
57013,7
18198,7
20033,5
7665,7
51368,6
36225,6
51959,2
54187,6
30880,4
21102,8
14836,3
31405,7
50874,1
23106,8
20506,6
38028,5
43487,7
15884,2
11551,8
42989,7
56420,8
8467,1
42732,8
52544,2
50120,8
11364,8
25449,7
43426,8
1277,5
30319,7
46613,8
10765,6
42442,7
34729,2
8975,7
3106,1
11128,6
19060,6
22385,6
27471,8
32775,8
47071,6
51145,5
24139,8
50035,8
31344,8
41208,1
40435,7
48681,6
23249,6
11963,7
52933,7
58271,5
17406,2
32281,5
7724,7
17795,8
43702,8
35898,8
29884,2
43477,8
31863,4
30970,6
4526,8
33344,8
57667,2
46319,6
9922,8
23320,5
26896,8
12574,7
26176,8
52109,3
34237,1
30590,6
8165,1
42702,1
23114,1
12918,8
23219,6
8306,8
43891,7
38711,7
46414,8
53106,8
18968,1
7152,1
55434,6
47253,6
33549,8
56390,7
15653,8
14441,1
29941,1
14803,6
8835,8
35916,2
7873,1
20586,5
2239,4
31842,8
26341,5
1412,5
16272,2
6612,7
45419,2
5679,8
52450,7
52898,6
33334,1
36251,8
31256,6
24991,7
51961,8
48218,5
41921,1
29120,2
33378,8
41079,8
56922,8
11315,2
31295,8
15232,1
11641,8
24634,8
20019,2
30120,6
2376,8
14840,7
17652,6
26239,8
29922,6
51251,2
38858,6
4514,6
23458,5
13268,8
38435,2
51122,1
17628,6
15108,6
11104,8
14934,8
59129,8
24334,7
25983,8
51489,3
4342,5
27698,2
56782,6
58789,3
49945,1
49389,6
17972,6
6898,1
12726,8
39163,1
25430,8
6104,6
16095,8
19745,5
40106,8
19608,7
52441,2
47621,8
36194,1
38519,6
21254,2
36857,8
28168,2
2525,7
59281,2
9027,8
53191,8
13537,7
21201,8
21171,6
26695,8
18332,7
46503,6
20464,4
22160,6
31441,8
28837,5
52384,6
11847,2
26791,5
54112,6
45731,2
29440,1
8133,2
2577,2
56507,5
36893,6
31488,1
10899,7
36219,5
58171,1
17879,8
5421,1
12752,8
26349,8
8982,7
3998,2
36608,8
49129,7
45251,5
44882,2
16635,2
58720,6
4819,8
44888,8
5800,1
39810,7
21813,5
8860,8
17816,6
33232,8
57457,7
44293,8
39568,8
23428,6
5198,8
8354,6
56711,6
32142,8
51421,7
14206,3
51882,6
1419,5
32715,6
22392,6
43830,8
49700,8
46643,7
55061,8
27809,8
14509,2
53150,8
6326,1
56967,6
19397,8
2917,7
52416,8
37339,6
2129,6
54883,1
36108,8
50886,7
11169,8
28598,5
5654,2
3779,2
2122,5
43524,7
31978,6
33880,1
10480,8
27795,6
38257,6
24965,8
30715,2
232,8
313,1
54677,2
12048,1
5961,8
41412,6
13475,1
25258,1
21864,8
4194,4
30310,1
30822,5
55598,8
